content,topics,sentiment,labels
dao thay tốt chất lượng.  là quà tặng kèm khi mua nồi. nhưng nồi tệ quá 2 ngay sử dụng đã thủng. nên ko biết dao sử dụng  bền không ,Product,Good,0
mới su63 dụng 1 cái lớn 2 ngày đã thủng đấy. mất thời gian trả hàng. shop có yêu cầu đổi hàng nhưng mất lòng tin với sản phẩm. nên tìm mua loại khác,Product,Bad,0
giao hàng nhanh . sài tốt . hàng chất lượng,Product,Good,0
"sp tốt, giao hàng nhanh, đẹp hơn mong đợi, chống dính bao lâu chờ mới biết được nhé. vẫn choo shop 5 sao nhé",Product,Good,0
chảo đẹp goi hang ky📦 rất thích a ship vui ve nhiệt tình cam on shop se ủng hộ tiếp ,Product,Good,0
"giao hàng nhanh, sản phẩm giá hợp lý, mua hàng có mã giảm giá và freeship nên khá cũng khá tiết kiệm",Logistic,Good,2
"chảo cầm khá nặng tay, tay cầm chắc chắn, nhìn ở ngoài đẹp hơn trong hình, canh mua đợt sale được giá rẻ",Product,Good,0
"giao hàng nhanh, hàng tốt. đã thử thấy chạy êmmmmmmmmmmm",Logistic,Good,2
"chống dính chưa tốt lắm, đáy nồi hơi nhô cao.",Quality,Bad,1
"nướng khoai tây 180 độ trong 22p, có trở giữa hiệp. 
do cắt không đều nên mấy miếng nhỏ hơi khô nhưng rất giòn. mấy miếng to thì ăn rất vừa luôn. 
đối với mình máy không quá ồn, lúc vận hành vỏ ngoài có hơi nóng. 
hài lòng về chất lượng ban đầu 👍",Product,Good,0
chảo đẹp lắm nhé,Product,Good,0
good quality and nice packaging,Quality,Good,1
"hàng tặng, đẹp, dày dặn. hài lòng",Product,Good,0
đã mua máy làm sữa hạt thứ 4 để tặng người thân. giá hợp lý. hài lòng,Quality,Good,1
"hàng đẹp, chất lượng tốt. chưa dùng nên chưa biết chống dính tốt ko nhưng thấy rất hài lòng về sản phầm",Product,Good,0
"chảo đẹp, nhưng hơi to, để dùng trong gia đình ",Product,Good,0
"nồi nấu cơm ngon, vừa nấu nhanh. đúng là công nghệ biến tần có khác ",Quality,Good,1
"mua lúc sale được giá khá tốt. gói hàng kĩ, tuy nhiên thời gian xử lý đơn hàng hơi lâu. chảo ở ngoài đẹp, dùng rất ổn, chống dính tốt.",Product,Good,0
"thất vọng toàn tập, đặt l1 giai hoả tốc nhận hàng ổn.
thik quá, đặt thêm l2, giao chảo bị móp trầy, hoàn trả lại. tefal xin lỗi tặng vc giảm 20%. mua tiếp l3, 2 chao 28cm vẫn bị móp… hazzz… liên hệ tefaf cũng hướng dẫn hoàn trả, tặng vc 20% nhưng k sdung dc, tvan vòng vo, trả lời rập khuôn như máy. giá 2c cũng hơn cả triệu mà.
=> mn cần cân nhắc kỹ khi mua hàng nhé, đóng gói sơ sài, k rõ là giảm giá bán hàng lỗi hay đóng gói cẩu thả nên vc bị móp. quá tệ cho một thương hiệu lớn.",Logistic,Bad,2
"sản phẩm giao nhanh và đóng gói cẩn thận
máy chạy có vẻ hơi ồn, nhưng hiệu quả tốt
sản phẩm tặng kèm cũng khá ổn",Logistic,Good,2
"bàn ủi phun hơi mạnh, nhanh hết nước",Quality,Good,1
mới mua máy lần đầu nên cũng ko biết êm hay ko. chỉ thấy tiếng ồn chấp nhận được. chỗ cho ra bã hay bị rỉ nước ra máy ko biết có phải lỗi không. nhưng tầm giá này và thêm quà tặng thì tuyệt vời.,Quality,Good,1
"chuẩn bị hàng hơi lâu. hàng giao như hình, đầy đủ. chất lượng chưa sử dụng nên chưa biết như thế nào",Product,Good,0
chảo nhẹ hơn mình nghĩ. tuy nhiên dùng khá thích. giao hàng khá nhanh. nhân viên shop và shipper vui vẻ nhiệt tình.,Product,Bad,0
sản phẩm tốt rất vừa ý và hài lòng. thời gian giao hàng nhanh chóng. shop đóng gói cận thận. sẽ ủng hộ tiếp trong thời gian tới,Logistic,Good,2
"đóng gói kĩ, giao hàng nhanh, mình hài lòng vs sản phẩm và giá tiền",Logistic,Good,2
"mẫu mã đẹp,chắc chắn,cối bằng thủy tinh xịn xò, xay đá nhuyễn lun mà mất tầm 24-28 giây thôi,, mua đc giá tốt còn đc tặng bình đun siêu tốc xịn xò xinh xắn. ",Product,Good,0
" nồi nướng gà , thịt ,cu khoai lang thì ok ngon , còn nướng cá thì ko vàng bị khô, còn làm khoai tây chiêu thì vàng ko điều . ( hay mình chưa bit cách làm ) bao nhieu đó xài cũng ổn cho 5sao",Quality,Good,1
chảo đẹp. đóng hàng chắc chắn. chảo ko bị móp.giao hàng siêu nhanh. săn sale 89k,Product,Good,0
"hàng đóng gói cẩn thận, quánh nặng tay, rất đẹp. hơi to hơn so với kích thước mình mong đợi, nhưng giá sale nên rất tốt",Product,Good,0
"shop gói hàng cẩn thận, săn sale 12-12 nên đợi giao hàng hơi lâu hơn bình thường nhưng giá siêu tốt. chảo  tefal dùng rất thích, sẽ tiếp tục ủng hộ shop",Quality,Good,1
sản phẩm ok,Quality,Good,1
mua mấy lần đều tốt. giao hàng nhanh. có lần này bị lỗi chút. liên hệ lazada đã được giải quyết hoàn tiền nhanh chóng nên vẫn cho 4 sao. ,Logistic,Good,2
chảoooo khá nhẹ cầm chắc tayyyyy nhưng mà nhìnnnn chảo cứ bị móp méo thế nào ấyyyy 😪😪 chưaaa sàii nên không biết có chốnggggg dính tốt khônggg 😢 hư vọng sẽ chống dính tốttt khi nấuu 🥲 hànggg giaoo nhanhhhh 👍🏻 đóngggg góiii kĩii ❤️,Product,Good,0
dao đc tặng kèm khi mua nồi nhưng siêu chắc chắn,Product,Good,0
"nướng rất nhanh, nhiệt độ cài đặt ở chế độ nướng là 200 độ hơi cao mình nướng 9 phút cháy😭, xịn, nướng êm, thể tích 6,5 l thoải mái, dễ vệ sinh, hài lòng",Product,Good,0
hàng tặng kèm máy làm sữa hạt nhưng quá chất lượng. mê lắm thoải mái ủi quần áo. trong hình thì nhìn thấy nhỏ nhưng ở ngoài to. săn sale đã luôn,Product,Good,0
"đông gói cẩn thận, chất lượng thì khỏi bàn với tefal, săn sale được giá tốt lại còn được tặng cái bàn ủi nữa mọi người ạ. mê quá đi thôi. tặng shop 10 sao, hí hí",Product,Good,0
"chưa thấy shop nào đóng gói cẩn thận thế này, kỷ thật, giao cực nhanh, sp nặng và giống ở hình. quá tuyệt và chất lượng! sẽ ủng hộ shop .",Product,Good,0
"sản phẩm đúng mô tả, tốt.",Quality,Good,1
"chảo rất đẹp mọi người ạ, giá cũng quá rẻ. chờ sử dụng sẽ đánh giá tiếp.",Product,Good,0
"chảo cầm nặng tay lắm 
",Product,Good,0
"chảo cầm nặng tay 
like",Product,Good,0
"hài lòng về sản phẩm - hàng chính hãng , nấu cơm ngon  ₫ay đủ phụ kiện đi kèm - xong tặng kèm cũng rất tốt .
vote 5*",Quality,Good,1
"hài lòng về sản phẩm - hàng chính hãng , nấu cơm ngon  ₫ay đủ phụ kiện đi kèm - xong tặng kèm cũng rất tốt .
vote 5*",Quality,Good,1
hài lòng,Quality,Good,1
dao tốt,Quality,Good,1
hàng rất tốt ,Quality,Good,1
"giao hàng khá ổn, bảo quản tốt, chảo rất đẹp, giá mềm nữa. mua lock &lock nhiều rồi, lần nào cũng good hết ak.",Product,Good,0
"nồi nhìn đẹp, to dễ thao tác.",Product,Good,0
"do đọc thấy nhãn hiệu tefal cũng được tin dùng và những sản phẩm của tefal cũng không rẻ. tìm hiểu khá lâu và thấy có khuyến mãi nên quyết định mua. sau khi  sử dụng được đúng 3 lần, thì thất vọng vô cùng. mới sd chưa bao lâu mà lòng chảo đã bị bong, lúc rửa mình cũng rất nhẹ tay, chỉ dùng vải rửa nhẹ nhàng, nhưng lúc lấy tay sờ lòng chảo đã cảm giác nhám tay, nhìn kỹ thì đó là lớp bong của lòng chảo.thất vọng. không biết có phải do mua hàng giá km mà bị như vậy không. haizzz",Quality,Bad,1
xài thích lắm mn ơi. ,Quality,Good,1
làm sữa cực kì tiện lợi. thành phẩm rất thích. cối lạnh chưa xài. máy k ồn như mình nghĩ. ,Quality,Good,1
hang rat tot,Quality,Good,1
"nồi được tặng kèm khi mua nồi áp suất, nhìn khá là ưng ý. có lớp chống dính bên trong nên có thể rán được.",Quality,Good,1
chảo dùng ok ,Quality,Good,1
"+ dễ sử dụng mọi thứ đều tốt, dễ sử dụng. 

- tuy có 1 điểm trừ khi bóc giấy dán hình hình trên sản phẩm rất dễ để lại vết keo, mà vết keo trên đồ nhựa rất khó chịu.",Quality,Good,1
đã nhận chiếc nồi chiên và chiếc quạt khuyến mại mua sale cuối năm giá 2tr đã chiên bánh mì và khoai chiên giòn rụm chiên thit gà cũng ngon ko bi khô nồi dễ vệ sinh lau chùi  dễ sử dụng về lâu dài dùng đồ điện tử này ko biết có bền ko còn hiện tai nâú nướng rất nhàn   ,Quality,Good,1
"một món đồ nhà bếp thiết thực. thiết kế sang trọng, nhìu tiện ích. lòng nồi cầm nặng tay. giao hàng nhanh và còn đc quà",Logistic,Good,2
"nồi dùng thích lắm, ok",Quality,Good,1
cho 5⭐️⭐️⭐️⭐️⭐️👍,Quality,Good,1
"dao rất sắc, ngọt luôn 🥰🥰 .hàng được tặng khi mua bộ nồi . rất cảm ơn tefal. đóng hàng cẩn thận lắm !",Quality,Good,1
"nồi và chảo rất đẹp, dày và chắc tay lắm. hàng chuẩn , tốt. giá ngon. giao hàng nhanh.  chúc shop bán hàng đông khách nhé.",Product,Good,0
10 sao luôn rất hài lòng về sản phẩm.hình chỉ mang tính chất em sỉ lẻ phôi nấm các bác có nhu:liên hệ em 0986838741 ,Quality,Good,1
"chảo đẹp, nhưng cái báo nhiệt k hoạt động, vì vậy chỉ cho 4 sao thôi. giao hàng ok. h.a chỉ mang tính chất nhận xu",Quality,Good,1
"trông xịn xò, nặng tay, đóng gói cẩn thận, chưa dùng nên ko biết chảo có bị lồi đáy ko? giao hàng nhanh.",Logistic,Good,2
"máy cầm nặng tay, mẫu mã đẹp. shipper dễ thương lắm ạ 🥰",Product,Good,0
"mình mua 2 nồi sale 12.12 giá khá mềm luôn, còn được tặng máy xay thịt nữa. nồi cơm đẹp lắm ạ, lòng nồi dày nặng tay. ưng quá nạ 🥰
anh shipper dễ thương, thân thiện lắm nè 😁",Product,Good,0
"gói hàng cẩn thận,nhìn xịn sò lắm,",Product,Good,0
"chảo đẹp, may quá giao hàng về không bị móp 🥲.
đáy dày, cầm nặng tay, chống dính tốt, hi vọng sẽ bền",Product,Good,0
"hàng oke , săn voucher mua còn 2tr5 quá tốt trong tầm giá , fiigigkgkgkgkgkgkgoogogooogokg",Quality,Good,1
giao hàng rất nhanh. hàng đúng như mô tả trên shop. đã dùng được 3 tuần thấy rất tốt. hôm nay rất bất ngờ được  nhận thêm quà tặng 1 chảo không dính tefal 20cm. cám ơn shop nhiều.,Quality,Good,1
"nên mua, cầm nặng tay, chắc chắn",Product,Good,0
"chảo mỏng, ko chắc tay lắm",Product,Good,0
"lần đầu mua hàng bên tefal ngay dịp 11/11 shop giao hàng nhanh cực, sáng 12/11 là nhận đc hàng, háo hức unbox và test thì nước bị rò rỉ. đang chờ thủ tục trả hàng hoàn tiền, shop cũng khá hỗ trợ.",Logistic,Good,2
giao nhanh lắm mua cho mẹ ở quê ,Logistic,Good,2
"nồi tèal dùng rất thích, mình đã mua gần 10 cái rồi! luôn luôn ủng hộ thương hiệu này ",Quality,Good,1
"chảo đẹp, chính hãng, đóng gói kỹ càng, giao hàng nhanh",Product,Good,0
tốt,Quality,Good,1
hàng ok ,Quality,Good,1
máy cẩm chắc tay. màu đen nên nhìn khá sang sịn :)))) hi vọng dùng sẽ ổn. giao hàng khá nhanhhh,Product,Good,0
"ko như quảng cáo, ko dùng đc bếp từ",Product,Bad,0
"nhận hàng đẹp , đóng gói kỹ , hài lòng",Product,Good,0
"đóng gói cẩn thận, mua nồi chiên ko dầu nên được tặng cái chảo này, trước mình cũng xài mấy cái chảo này rồi, nói chung phải kĩ chứ ko rất dễ bị trầy lớp chống dính. ",Logistic,Good,2
"đóng gói rất cẩn thận khi giao hàng, nhân viên giao hàng thân thiện, đầy đủ quà tặng, có hướng dẫn đầy đủ, nồi rất gọn, đẹp, đã xài thử thấy ok, hi vọng bền và sẽ thử thêm mấy chức năng khã nữa.",Product,Good,0
hàng ok nên mua,Quality,Good,1
dao sắc đẹp thái thịt rất thích. mình rất ưng giao hàng nhanh bọc cẩn thận lần sau sẽ mua tiếp.,Product,Good,0
"vận chuyển nhanh, chế độ nấu cơm nhanh khoảng 20, 30p. nhưng có điểm trừ là chỉ hiện giờ khi nấu sắp xong khoảng 9p cuối",Logistic,Good,2
"sp đúng mô tả, xài ok cho gia đình, vệ sinh đễ dàng, tiện lợi",Quality,Good,1
hàng rất ok ạ,Quality,Good,1
"với tầm giá máy để nếu giá chưa giảm thì ko đáng, may mà giảm giá nhưng so với sản phẩm khác giá thấp cũng ko đem lại kết quả như mong đợi. ưu điểm: máy vắt kiệt bã 90%. khuyết điểm: máy rung lắc khi ép gây tràn 1 ít xuống bệ đỡ, máy ép ồn như máy ép nhanh, nếu moj người nhận xét công tâm thì mình sẽ không mua vì nhà có em bé. thực phẩm cắt nhỏ như cà rốt máy kêu nghe ghê lắm. và đối với số tiền bỏ ra vì nghĩ nhập khẩu (tq chứ ko phải pháp) thì mình nghĩ nên mua hàng nội địa trung, cskh rất tốt.",Quality,Bad,1
"chảo rất đẹp, nặng cầm chắc tay. giao hàng quá nhanh, sáng đặt trưa giao. hên là chảo mình ko bị méo.",Product,Good,0
"chảo đẹp, giao hàng nhanh. mình chưa dùng thử, hi vọng ổn",Product,Good,0
"hàng tốt, đẹp, tuyệt vời....cám ơn shop.",Product,Good,0
đẹp,Product,Good,0
đẹp,Product,Good,0
"giao hàng rất nhanh, sản phẩm tương đối hài lòng. hình ảnh mang tính chất nhận xu",Quality,Good,1
"mang tính nhận xu là chính, hàng giao nhanh, rất thích đồ của hãng rẻ mà ngon dùng rất thích đã mua tới sp thứ 2",Quality,Good,1
"trước khi mua mình cũng có xem qua review của chiếc chảo này, thấy người nhận k ai bị móp méo như những chảo khác nên mới đặt mua. nhưng sau cho cùng chiếc mình nhận vẫn ở trong tình trạng bị móp như thế này. nếu như tefal đã nhận được những lời góp ý về cách đóng gói hàng nhiều đến vậy thì cũng nên chỉnh sửa lại. mình khuyên mọi người nếu muốn mua thì hãy ra cửa hàng để mua luôn để không bị tình trạng này. còn quá trình hoàn trả thì nhân viên tới lấy hàng không gọi trước, tự huỷ luôn yêu cầu.",Logistic,Bad,2
giao sai hàng. ,Logistic,Bad,2
tuyệt vời,Quality,Good,1
"nhận 3 chảo đều móp hết , do nhà bán hàng hay khâu vận chuyền , đóng hàng có lót túi bóng vô thùng quá lỏng lẻo , nếu có mút xốp không đến nồi quá tệ , thất vọng",Logistic,Bad,2
"chảo bị móp 2 cái 1 nặng 1 nhẹ, rất thất vọng về vận chuyển của lex tóm lại là sẽ không mua đồ bên lazada nữa",Logistic,Bad,2
vận chuyển bị mốp méo nhẹ mình dùng tay uốn lại được chứng tỏ chảo nhôm mềm và đáy chảo nhô lên ở giửa xài k thích bù lại mua đc giá giảm thôi củng được,Logistic,Good,2
được tặng kèm khi mua nồi chiên không dầu. chưa sử dụng nên chưa đánh giá được chất lượng máy...,Product,Good,0
hàng như mô tả. đã nướng thịt thử khá ok. thích hợp khi muốn ăn nướng mà ngại khói than nha 😊😊😊,Quality,Good,1
"nồi đẹp, giao hàng bị móp. mong shop gói hàng kĩ hơn",Product,Good,0
"đóng gói cẩn thận, chảo ok",Logistic,Good,2
hàng tặng kèm nồi chiên. chưa dùng nên k biết ok k hhhuij,Quality,Good,1
"nồi nhỏ gọn, k kêu to, sale giá rẻ, giao hàng nhanh. hjjjbjjdsksksjsdjsjdnsksieiheejskossodjjdjkseoejsjsjsksieiejejejsjsjsieieieijssj",Logistic,Good,2
"quá tuyệt cho khâu đóng gói, chảo đẹp, cầm khá đầm tay. chất lượng thì tin tưởng vào thương hiệu",Product,Good,0
cực kỉ hả,Quality,Good,1
ok,Quality,Good,1
chảo thì xịn xò nhưng cả 2 cái như bị lỗi méo méo 1 bên. nhưng mà tạm chấp nhận được. nhưng mà dán mác dưới đáy chảo từ lột keo chà keo vật vã. 1 cái dán bên hông chảo lột rất nhanh. nhà sx nên chú ý phần này,Product,Good,0
ok shop ,Quality,Good,1
nồi đẹp lên mua,Product,Good,0
"chảo 24cm nặng 0.6, chảo 28cm nặng 0.8 hơi nhẹ tay, thành hơi mỏng, đáy từ được dát 1 lớp mỏng ko bằng chảo từ đáy 3 lớp của các hãng... ko biết dùng bếp từ ổn ko chứ đáy hơi mỏng, thiết kế lỗ dưới đáy sợ giản độ tiếp xúc với mặt kính bếp từ... nhing chung mua giá sale thì thì ổn, giá ko sale thì hơi chát",Quality,Good,1
"đóng gói sản phẩm rất đẹp và chắc chắn
thời gian giao hàng rất nhanh
chất lượng sản phẩm rất tốt",Product,Good,0
"đóng gói sản phẩm rất đẹp và chắc chắn
thời gian giao hàng rất nhanh
chất lượng sản phẩm rất tốt",Product,Good,0
hàng  chuẩn sài tốt ,Quality,Good,1
"hàng đóng gói kỹ, do mua ngay đợt sale 12.12 nên giao hàng hơi chậm. sản phẩm đẹp. chưa sử dụng nên chưa biết thế nào. nhưng thấy review rất nhiều và có bạn đang sử và phản hồi tốt nên mình mới mua và hy vọng sẽ okey.",Product,Good,0
"cháo chắc chắn , day dặn , cho shop 5 sao nhé, sẽ ủng hộ lần sau",Product,Good,0
rất hài lòng với sản phẩm của shop!,Quality,Good,1
"hài lòng với sản phẩm của shop, hàng đẹp, giá sale nên phù hợp với túi tiền của bạn ",Product,Good,0
"hàng giao bi móp...không hài lòng, chất lượng sản phẩm tốt ",Logistic,Bad,2
"giao hàng tốt
vận chuyển móp méo 
sử dụng tạm được 
nắp nồi không được khít ",Logistic,Good,2
"chảo dùng rất ok, chiên xào các loại, 😍😍😍😍😍🤩🤩🤩🤩🤩🤩🤩🤩",Quality,Good,1
hàng chính hãng đẹp ,Product,Good,0
"chảo xuất sắc quá 



",Quality,Good,1
rất hài lòng💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕,Quality,Good,1
nồi đẹp. chắc chắn. dễ sử dụng. hầm đồ ăn nhanh mềm lắm. nên mua,Product,Good,0
mua nồi chiên không dầu được tặng thêm bàn ủi hơi nước . xài cũng ok chứ hình như ko thẳng như bàn ủi ngôi được hihi.,Quality,Good,1
máy chạy ok. nướng đồ ngon. săn sale được tặng thêm bàn ủi hơi nước hihi,Quality,Good,1
"giao hàng nha, đóng gói cẩn thận , sản phẩm tuyệt vởi",Logistic,Good,2
"chảo đẹp, to, giao nhanh còn freeship nữa. giá mua dc 140k quá rẻ. nhưng code sản phẩm không tìm được trong trang bảo hành",Product,Good,0
ship nhiệt tình. chảo chưa dùng nên chưa biết chất lượng,Product,Good,0
"bô sản phẩm rất đẹp , chắc chắn, khá hài lòng.  đúng hàng chính hãng,  chiên , xào rất thích. cho shop 5 sao",Product,Good,0
"chảo giống hình, cầm vừa tay chứ ko nặng cũng ko quá nhẹ nha. mới đầu chống dính tốt, bến hay ko thời gian sẽ trả lời nhưng hàng tefal chính hãng nên yên tâm nha. chảo 26cm phù hợp cho gia đình ít người hoặc những người độc thân nhé. giao hàng siêu nhanh",Quality,Good,1
"giao hàng nhanh lắm luôn, mình đặt htrc hôm sau đã có hàng, hàng chất lượng giá lại rẻ, nên mua nhé mọi người",Product,Good,0
"nhận hàng rất ok,  chưa xài nên chưa đánh giá được chất lượng 
hơi nhẹ ",Product,Good,0
hàng đẹp chất lượng ,Product,Good,0
"đã nhận hàng,đúng mặt hàng và quà khuyến mãi.giá quá bèo,chắc bán lại kiếm lời quá.",Quality,Good,1
"chảo đẹp, giống hình, đẹp lắm, đóng gói bảo quản kỹ, giao hàng cũng nhanh, sheeper thân thiện, chất lượng thì xử dụng mới biết. ",Product,Good,0
hàng đẹp mọi ng nên mua,Product,Good,0
hàng đóng gói cẩn thận giao hàng nhanh. hàng nhận được đẹp không bị móp méo. rất hài lòng. ,Product,Good,0
shop ship hàng đóng gói kĩ chắc chắn. mua còn dc tặng kèm máy vắt cam thích thật. chưa dùng nên chưa đánh giá dc chất lượng nhưng vẫn cho 5 sao nhé,Product,Good,0
"chảo hơi to so với dòng chảo cùng kích thước khác trên thị trường. dày, chắc chắn và hơi nặng. chảo 28cm nặng lắm nha mọi người, và to như 30-32cm, nên cân nhắc. hy vọng lớp chống dính sẽ bền như hãng cam kết. đóng gói cẩn thận, chắc chắn.",Logistic,Good,2
chảo giao bị méo. ,Logistic,Bad,2
"cứ sợ mỏng ai dè cầm rất nặng tay, đẹp chảo rất ok, săn đc rẻ nữa, nói chung nên muaàaaaaà nhaaaa",Product,Good,0
"nồi đẹp, đóng hàng cẩn thận",Product,Good,0
"chảo chắc chắn, hôm nay còn nhận được quà tặng kèm khi mua máy ép chậm. cảm ơn hãng",Product,Good,0
"chảo hơi mỏng , nhẹ tay",Product,Bad,0
"2 chảo nhìn ok, lazada đóng hàng siêu kỹ có cả chống sốc trong và ngoài thùng, chèn lót thêm để thùng chặt!",Quality,Good,1
"sản phẩm như mô tả. đường kính 26.5cm, cao 4.6cm. cầm nhẹ tay, chống dính tốt, màu cũng đẹp nữa.",Product,Good,0
chảo đẹp,Product,Good,0
"chảo dảy, đẹp",Product,Good,0
"chất lượng chưa dùng nên không biết ntn. tuy nhiên, hàng đẹp, dày , rất hài lòng",Product,Good,0
"chảo của tefal đep và bền, mình đã sài rồi, nhân dịp có đợt giảm giá mình mua thêm chảo 20cm nhưg shop giao chảo 24cm, vì mẫu mã và chất lượng tặng shop 5 sao, shiper vui vẻ nhiệt tình. cảm ơn shop và lazada !",Product,Good,0
"chảo cầm rất nặng tay, nhưng cứ bị võng xuống xung quanh là dao shop nhỉ? đổ dầu vào chỉ chảy viền tròn bên ngoài thôi, ở giữa thì lồi lên???",Quality,Bad,1
hiện tại dùng ổn nha các bác. hiện tại dùng ổn nha các bác. hiện tại dùng ổn nha các bác. hiện tại dùng ổn nha các bác.,Quality,Good,1
"xay nhanh, chạy êm, nhỏ gọn, hàng tặng kèm nên mình rất thích",Quality,Good,1
"nấu cơm ngon, giữ nhiệt đc lâu, có chức năng nấu cơm niêu rất thích",Quality,Good,1
"nồi dùng rất thích, nấu nhanh, an toàn, thiết kế đẹp, bền k thì cần thời gian kiểm chứng",Product,Good,0
"chảo đẹp ,cầm nặng tay ,đóng gói rất cẩn thận.",Product,Good,0
sản phẩm xài khá ok. đóng gói hàng hóa chắc chắn. săn được giá sale nên khá hài lòng okkkkkkkkkkkmmmmmmmmmmm,Logistic,Good,2
"giao hàng cực kì nhanh. đóng gói bọc kí rất cẩn thận nên chảo không bị gì. chảo rất đẹp, nặng tay, đăng kí bảo hành qua web, mua được với giá giảm gần phân nửa nên rất ưng. ",Product,Good,0
chảo nhỏ không đúng 20cm như quảng cáo... sao hãng lớn mà có thể sản xuất kích thước chênh lệch vậy nữa...,Product,Bad,0
quạt ok ạ,Quality,Good,1
sản phẩm tốt máy dùng ok ak,Quality,Good,1
"chảo chiên tốt, cầm năng tay, mình rất hài lòng, tefal xưa giờ chất lượng tốt, lần sau mình sẽ mua tiếp",Product,Good,0
giá rẻ lại ok,Quality,Good,1
cực kỳ hài lòng,Quality,Good,1
mẫu mã đẹp. xài tốt còn lớp chống dính ko biết có bền ko,Product,Good,0
chảo hơi mỏng,Product,Bad,0
"sản phẩm giao đủ, đúng kích cỡ nồi nhưng không hề có chấm/vòng đỏ báo nhiệt (thermo-signal) như quảng cáo. mà đây lại là lý do quan trọng để chọn mua tefal",Product,Bad,0
chảo đẹp.chắc chắn.giao hang nhanh.đag 5sao.cam on shop lan sau mua tiep,Product,Good,0
"chảo đẹp, sâu lòng, đáy bằng chứ không nhô lên ở giữa,  có lỗi xíu ở phần đáy và miệng chảo",Product,Good,0
giá cực kì ổn và có quà tặng kèm cực đỉnh. khá là thích. giao hàng nhanh và voucher cực sốc. sẽ ủng hộ trong cp sau,Logistic,Good,2
"hàng chắc chắn, mua đồ tefal thì mình luoin tin tưởng. có 1 chảo có gờ nhẹ trên mặt chống dính, nên cho 4* ",Product,Good,0
"giao hàng hơi lâu, nhưng gói hàng rất kỹ, hàng đẹp còn chất lượng thì phải sử dụng mới biết. ",Product,Good,0
"đóng gói kỹ 
sản phẩm đúng hình",Logistic,Good,2
ok,Quality,Good,1
tốt,Quality,Good,1
ok,Quality,Good,1
"chảo 28cm bị méo, đề nghị shop liên hệ đổi lại hàng cho mình",Logistic,Bad,2
"chảo tefal xịn xò, so với các chảo nhập thì quá rẻ. thanks shop",Product,Good,0
ok nhìn đẹp giá tốt ,Product,Good,0
"vừa nhận được khui hàng liền, ưng quá chừng luôn. xịn xò quá. nhân viên giao hàng rất dễ thương",Product,Good,0
"đóng gói cẩn thận, giao hàng nhanh. máy dễ sử dụng. hài lòng ",Logistic,Good,2
"5 sao cho shop giao hàng và đóng gói. nồi đẹp, rất xịn sò. chạy êm, thịt nướng ngon, nói chung ok. độ bền thì phải dùng lâu mới biết",Product,Good,0
rất đẹp .mọi ng nên mua,Product,Good,0
"giao hàng nhanh, đóng gói cẩn thận",Logistic,Good,2
"giao hàng nhanh, gói hàng cẩn thận",Logistic,Good,2
"mua máy ép được tặng máy xay, vừa hay máy nhà đag bị hỏng, máy chắc chắn, đẹp. cảm ơn shop nhé..",Product,Good,0
"xay ổn, tuy nhiên cối nhựa. ",Quality,Good,1
"tuyệt vời. săn sale đúng giờ và thêm mã nên mua đc giá 3tr334 lại còn được tặng máy xay. nồi nấu nhanh, tiện lợi, thấm gia vị dù ko ướp thịt trước, sườn non mềm đủ độ sụn giòn, ko bị nát thịt ngon lắm. giá quá tốt một sản phẩm chỉn chu. ",Quality,Good,1
có 1 có chao mà sop dong goi ki à đẹp minh rât hài lòng minh có nhu câū sē mua laį tks sop.,Product,Good,0
hàng chuẩn. đẹp. chắc chắn,Product,Good,0
"hàng đẹp, vừa lòng. đóng gói cẩn thận. sẽ tiếp tục ủng hộ. cho 5 sao",Product,Good,0
lazada rủt kinh nghiệm đóng gói rất cẩn thận.,Logistic,Good,2
"giao hàng khá nhanh, đúng vs thời gian dự kiến. mình săn sale nên giá rất hời. còn được tặng thêm quà. chưa sử dụng như hy vọng sp sẽ tốt và chất lượng",Product,Good,0
"nồi siêu đẹp, sang. nướng thử thịt nướng thì thịt mềm mọng nước rất thơm ngon
săn sale 12/12 chỉ hơn 2 triệu quá rẻ cho 1 con hàng chất lượng",Product,Good,0
"shop đóng gói cẩn thận, giao hàng nhanh. sản phẩm đúng mẫu mô tả. hài lòng, vote shop 5 sao",Quality,Good,1
sp tốt,Quality,Good,1
hàng đẹp chắc chắn,Product,Good,0
"bộ nồi đẹp quá, đun nấu rất ưng. trc đó m đã đùng 1 bộ hàng xách tay 3 năm. bjo mới mua bộ khác để thay. bộ này chắc chắn hơn bộ xách tay m mua",Product,Good,0
"chảo to, lòng sâu, đóng gói đẹp, giao hàng nhanh.vvhjkjbcddghjjkkgfftjjhcghuufyujjhhhjhhhj",Product,Good,0
đóng gói đẹp mà khi mở ra cái hộp rách 1 lỗ to. chưa sd .........................................nhận xu trước nha,Product,Good,0
nồi đẹp nấu ngon. lười chụp nên lấy ảnh khác,Product,Good,0
"khi mở thùng hàng ra tôi đã xúc động mạnh vì nồi chảo quá đẹp bạn ah. sp nặng chắc tay, màu đúng như hình quảng cáo. nếu yêu bếp bạn nên mua bộ sp này...rất tuyệt vời. kỹ năng chụp hình của tôi ko tốt ở ngoài sp đẹp hơn ảnh nhiều các bạn nhé",Product,Good,0
